YR,Plot,Strains,MG,PD,Rep,Irr,FinalCFU,LogCFU,AUDPC,LogAUDPC,YldKgHa
2017,236,60561121,4,1,2,Nonirr,400.00,2.60,1700.00,3.23,1616.82
2017,245,6070242,4,1,2,Irr,400.00,2.60,1100.00,3.04,1789.40
2017,246,6070242,4,1,2,Nonirr,400.00,2.60,600.00,2.78,1437.41
2017,303,LS980358,4,1,3,Irr,5600.00,3.75,3200.00,3.51,1923.78
2017,304,LS980358,4,1,3,Nonirr,600.00,2.78,2100.00,3.32,1565.50
2017,311,Pharaoh,4,1,3,Irr,6200.00,3.79,3800.00,3.58,2221.17
2017,312,Pharaoh,4,1,3,Nonirr,400.00,2.60,1800.00,3.26,1799.89
2017,315,60561121,4,1,3,Nonirr,200.00,2.30,2000.00,3.30,1513.68
2017,316,60561121,4,1,3,Irr,800.00,2.90,2000.00,3.30,2344.81
2017,317,DT974290,4,1,3,Nonirr,1400.00,3.15,1800.00,3.26,1447.01
2017,318,DT974290,4,1,3,Irr,400.00,2.60,1400.00,3.15,3008.79
2017,321,DS880,5,1,3,Irr,0.00,0.00,900.00,2.95,3377.45
2017,322,DS880,5,1,3,Nonirr,200.00,2.30,700.00,2.85,2794.70
2017,329,6070242,4,1,3,Irr,5800.00,3.76,3800.00,3.58,1247.10
2017,330,6070242,4,1,3,Nonirr,200.00,2.30,600.00,2.78,1054.14
2017,335,60561331,5,1,3,Irr,0.00,0.00,1200.00,3.08,2268.29
2017,336,60561331,5,1,3,Nonirr,200.00,2.30,700.00,2.85,1335.52
2017,341,DS97949,4,1,3,Irr,1000.00,3.00,500.00,2.70,1663.81
2017,342,DS97949,4,1,3,Nonirr,6000.00,3.78,3800.00,3.58,1466.08
2017,101,DS880,5,2,1,Irr,0.00,0.00,500.00,2.70,3401.13
2017,102,DS880,5,2,1,Nonirr,0.00,0.00,3500.00,3.54,2733.97
2017,105,DT974290,4,2,1,Irr,0.00,0.00,3500.00,3.54,3617.39
2017,106,DT974290,4,2,1,Nonirr,1200.00,3.08,4700.00,3.67,2921.48
2017,109,60561331,5,2,1,Nonirr,400.00,2.60,10000.00,4.00,2115.93
2017,110,60561331,5,2,1,Irr,200.00,2.30,400.00,2.60,1479.56
2017,111,6070242,4,2,1,Nonirr,1200.00,3.08,1600.00,3.20,2226.16
2017,112,6070242,4,2,1,Irr,1400.00,3.15,2100.00,3.32,2450.00
2017,131,Pharaoh,4,2,1,Irr,200.00,2.30,500.00,2.70,2322.48
2017,132,Pharaoh,4,2,1,Nonirr,200.00,2.30,100.00,2.00,2194.79
2017,139,DS97949,4,2,1,Nonirr,400.00,2.60,1200.00,3.08,1374.01
2017,140,DS97949,4,2,1,Irr,3400.00,3.53,5700.00,3.76,1773.20
2017,143,60561121,4,2,1,Nonirr,200.00,2.30,100.00,2.00,1781.47
2017,144,60561121,4,2,1,Irr,0.00,0.00,200.00,2.30,1793.96
2017,147,LS980358,4,2,1,Irr,400.00,2.60,300.00,2.48,2553.62
2017,148,LS980358,4,2,1,Nonirr,0.00,0.00,600.00,2.78,2346.90
2017,211,DS97949,4,2,2,Nonirr,200.00,2.30,200.00,2.30,1910.50
2017,212,DS97949,4,2,2,Irr,0.00,0.00,100.00,2.00,2033.82
2017,215,Pharaoh,4,2,2,Irr,0.00,0.00,1400.00,3.15,2539.27
2017,216,Pharaoh,4,2,2,Nonirr,1200.00,3.08,1100.00,3.04,2181.96
2017,217,60561121,4,2,2,Irr,1200.00,3.08,700.00,2.85,2012.00
2017,218,60561121,4,2,2,Nonirr,.,.,.,.,2164.19
2017,221,60561331,5,2,2,Nonirr,200.00,2.30,500.00,2.70,2073.35
2017,222,60561331,5,2,2,Irr,0.00,0.00,100.00,2.00,2662.23
2017,239,LS980358,4,2,2,Irr,0.00,0.00,200.00,2.30,2339.70
2017,240,LS980358,4,2,2,Nonirr,0.00,0.00,4200.00,3.62,1408.77
2017,241,6070242,4,2,2,Irr,800.00,2.90,400.00,2.60,2132.99
2017,242,6070242,4,2,2,Nonirr,52600.00,4.72,37100.00,4.57,2058.67
2017,243,DT974290,4,2,2,Nonirr,0.00,0.00,1100.00,3.04,2813.19
2017,244,DT974290,4,2,2,Irr,200.00,2.30,100.00,2.00,3068.38
2017,247,DS880,5,2,2,Nonirr,0.00,0.00,200.00,2.30,2020.30
2017,248,DS880,5,2,2,Irr,200.00,2.30,2600.00,3.41,4033.31
2017,301,60561121,4,2,3,Irr,3400.00,3.53,2000.00,3.30,1849.55
2017,302,60561121,4,2,3,Nonirr,200.00,2.30,100.00,2.00,1758.92
2017,305,Pharaoh,4,2,3,Irr,200.00,2.30,1500.00,3.18,2539.97
2017,306,Pharaoh,4,2,3,Nonirr,1400.00,3.15,14700.00,4.17,1825.92
2017,307,LS980358,4,2,3,Irr,1400.00,3.15,1100.00,3.04,2324.27
2017,308,LS980358,4,2,3,Nonirr,200.00,2.30,300.00,2.48,1355.33
2017,309,DS880,5,2,3,Irr,200.00,2.30,100.00,2.00,3169.41
2017,310,DS880,5,2,3,Nonirr,200.00,2.30,100.00,2.00,2415.69
2017,313,DS97949,4,2,3,Nonirr,800.00,2.90,1000.00,3.00,2068.57
2017,314,DS97949,4,2,3,Irr,400.00,2.60,400.00,2.60,2370.57
2017,319,6070242,4,2,3,Irr,0.00,0.00,200.00,2.30,2148.02
2017,320,6070242,4,2,3,Nonirr,200.00,2.30,300.00,2.48,1778.97
2017,333,DT974290,4,2,3,Nonirr,600.00,2.78,1000.00,3.00,2389.99
2017,334,DT974290,4,2,3,Irr,0.00,0.00,300.00,2.48,3641.14
2017,339,60561331,5,2,3,Irr,0.00,0.00,0.00,.,2549.31
2017,340,60561331,5,2,3,Nonirr,0.00,0.00,20500.00,4.31,1829.11
2017,103,LS980358,4,3,1,Nonirr,400.00,2.60,3100.00,3.49,1694.11
2017,104,LS980358,4,3,1,Irr,200.00,2.30,1600.00,3.20,3016.80
2017,119,DS97949,4,3,1,Irr,200.00,2.30,54000.00,4.73,2877.02
2017,120,DS97949,4,3,1,Nonirr,200.00,2.30,1100.00,3.04,2645.77
2017,123,6070242,4,3,1,Nonirr,0.00,0.00,67200.00,4.83,2761.28
2017,124,6070242,4,3,1,Irr,1400.00,3.15,105200.00,5.02,2998.54
2017,125,60561121,4,3,1,Nonirr,200.00,2.30,57000.00,4.76,2133.72
2017,126,60561121,4,3,1,Irr,200.00,2.30,24300.00,4.39,2035.94
2017,127,Pharaoh,4,3,1,Irr,600.00,2.78,5400.00,3.73,2311.12
2017,128,Pharaoh,4,3,1,Nonirr,1200.00,3.08,4900.00,3.69,1643.25
2017,129,DS880,5,3,1,Irr,0.00,0.00,33500.00,4.53,2814.46
2017,130,DS880,5,3,1,Nonirr,200.00,2.30,9500.00,3.98,2559.04
2017,135,DT974290,4,3,1,Nonirr,400.00,2.60,2900.00,3.46,2500.62
2017,136,DT974290,4,3,1,Irr,0.00,0.00,51500.00,4.71,3157.46
2017,145,60561331,5,3,1,Irr,600.00,2.78,3300.00,3.52,2060.90
2017,146,60561331,5,3,1,Nonirr,4200.00,3.62,12200.00,4.09,2189.02
2017,201,Pharaoh,4,3,2,Irr,17200.00,4.24,14300.00,4.16,2240.11
2017,202,Pharaoh,4,3,2,Nonirr,0.00,0.00,500.00,2.70,1884.01
2017,205,LS980358,4,3,2,Nonirr,1400.00,3.15,700.00,2.85,1786.86
2017,206,LS980358,4,3,2,Irr,25800.00,4.41,14200.00,4.15,2256.04
2017,207,6070242,4,3,2,Irr,400.00,2.60,24600.00,4.39,1819.86
2017,208,6070242,4,3,2,Nonirr,600.00,2.78,600.00,2.78,1601.31
2017,209,DS97949,4,3,2,Nonirr,2000.00,3.30,5400.00,3.73,1393.27
2017,210,DS97949,4,3,2,Irr,600.00,2.78,6300.00,3.80,2321.32
2017,213,DT974290,4,3,2,Irr,200.00,2.30,3300.00,3.52,3153.48
2017,214,DT974290,4,3,2,Nonirr,600.00,2.78,1900.00,3.28,2349.39
2017,223,60561121,4,3,2,Nonirr,0.00,0.00,1900.00,3.28,1824.35
2017,224,60561121,4,3,2,Irr,0.00,0.00,1000.00,3.00,2360.50
2017,227,60561331,5,3,2,Nonirr,400.00,2.60,2800.00,3.45,1974.69
2017,228,60561331,5,3,2,Irr,200.00,2.30,3200.00,3.51,2219.07
2017,237,DS880,5,3,2,Irr,200.00,2.30,900.00,2.95,2642.68
2017,238,DS880,5,3,2,Nonirr,0.00,0.00,900.00,2.95,2553.67
2017,323,LS980358,4,3,3,Irr,200.00,2.30,52600.00,4.72,2864.68
2017,324,LS980358,4,3,3,Nonirr,0.00,0.00,1600.00,3.20,3079.75
2017,325,60561331,5,3,3,Nonirr,800.00,2.90,500.00,2.70,2261.50
2017,326,60561331,5,3,3,Irr,1200.00,3.08,53300.00,4.73,2254.42
2017,327,DT974290,4,3,3,Irr,1600.00,3.20,13300.00,4.12,3243.87
2017,328,DT974290,4,3,3,Nonirr,2400.00,3.38,1600.00,3.20,2446.31
2017,331,60561121,4,3,3,Irr,200.00,2.30,1700.00,3.23,2140.51
2017,332,60561121,4,3,3,Nonirr,200.00,2.30,30600.00,4.49,2021.77
2017,337,Pharaoh,4,3,3,Nonirr,10200.00,4.01,23000.00,4.36,2154.74
2017,338,Pharaoh,4,3,3,Irr,18000.00,4.26,10200.00,4.01,2879.10
2017,343,6070242,4,3,3,Irr,400.00,2.60,4300.00,3.63,2797.84
2017,344,6070242,4,3,3,Nonirr,1400.00,3.15,1700.00,3.23,2099.90
2017,345,DS880,5,3,3,Irr,400.00,2.60,11400.00,4.06,2763.42
2017,346,DS880,5,3,3,Nonirr,200.00,2.30,1300.00,3.11,2267.78
2017,347,DS97949,4,3,3,Nonirr,800.00,2.90,1100.00,3.04,1440.73
2017,348,DS97949,4,3,3,Irr,1000.00,3.00,500.00,2.70,2532.75
